300 300
0 0 66
0 1 5
0 2 47
0 3 97
0 4 25
0 5 0
0 6 35
0 7 63
0 8 8
0 9 70
0 10 44
0 11 14
0 12 8
0 13 21
0 14 33
0 15 10
0 16 2
0 17 5
0 18 98
0 19 2
0 20 27
0 21 90
0 22 77
0 23 66
0 24 12
0 25 3
0 26 71
0 27 18
0 28 18
0 29 24
0 30 86
0 31 89
0 32 54
0 33 1
0 34 98
0 35 1
0 36 11
0 37 71
0 38 89
0 39 32
0 40 53
0 41 84
0 42 41
0 43 37
0 44 56
0 45 20
0 46 50
0 47 57
0 48 0
0 49 61
0 50 88
0 51 67
0 52 19
0 53 76
0 54 80
0 55 91
0 56 34
0 57 61
0 58 1
0 59 92
0 60 47
0 61 53
0 62 46
0 63 95
0 64 91
0 65 11
0 66 4
0 67 24
0 68 21
0 69 65
0 70 13
0 71 92
0 72 86
0 73 48
0 74 11
0 75 9
0 76 28
0 77 10
0 78 17
0 79 44
0 80 14
0 81 15
0 82 57
0 83 48
0 84 48
0 85 18
0 86 16
0 87 26
0 88 67
0 89 44
0 90 13
0 91 57
0 92 97
0 93 69
0 94 68
0 95 71
0 96 32
0 97 86
0 98 80
0 99 40
0 100 34
0 101 71
0 102 90
0 103 51
0 104 14
0 105 91
0 106 52
0 107 47
0 108 35
0 109 53
0 110 85
0 111 36
0 112 32
0 113 78
0 114 71
0 115 79
0 116 85
0 117 35
0 118 23
0 119 15
0 120 78
0 121 52
0 122 65
0 123 11
0 124 17
0 125 86
0 126 94
0 127 3
0 128 56
0 129 95
0 130 44
0 131 47
0 132 94
0 133 14
0 134 29
0 135 53
0 136 50
0 137 20
0 138 43
0 139 25
0 140 39
0 141 33
0 142 74
0 143 68
0 144 78
0 145 82
0 146 73
0 147 60
0 148 46
0 149 34
0 150 72
0 151 75
0 152 48
0 153 9
0 154 62
0 155 52
0 156 47
0 157 83
0 158 11
0 159 52
0 160 11
0 161 56
0 162 6
0 163 38
0 164 56
0 165 39
0 166 80
0 167 57
0 168 92
0 169 16
0 170 18
0 171 61
