600 600
0 0 51
0 1 82
0 2 14
0 3 25
0 4 31
0 5 54
0 6 62
0 7 22
0 8 0
0 9 31
0 10 51
0 11 73
0 12 83
0 13 84
0 14 32
0 15 9
0 16 98
0 17 45
0 18 8
0 19 0
0 20 43
0 21 8
0 22 64
0 23 77
0 24 95
0 25 20
0 26 1
0 27 42
0 28 47
0 29 1
0 30 1
0 31 29
0 32 46
0 33 21
0 34 7
0 35 87
0 36 40
0 37 29
0 38 64
0 39 28
0 40 81
0 41 80
0 42 31
0 43 37
0 44 39
0 45 73
0 46 2
0 47 84
0 48 90
0 49 67
0 50 34
0 51 64
0 52 62
0 53 98
0 54 55
0 55 32
0 56 48
0 57 64
0 58 18
0 59 22
0 60 89
0 61 64
0 62 31
0 63 33
0 64 5
0 65 98
0 66 19
0 67 86
0 68 55
0 69 26
0 70 60
0 71 73
0 72 40
0 73 59
0 74 27
0 75 47
0 76 95
0 77 0
0 78 88
0 79 5
0 80 78
0 81 97
0 82 1
0 83 57
0 84 14
0 85 40
0 86 55
0 87 96
0 88 85
0 89 6
0 90 99
0 91 85
0 92 25
0 93 19
0 94 2
0 95 37
0 96 58
0 97 21
0 98 96
0 99 47
0 100 8
0 101 38
0 102 91
0 103 63
0 104 39
0 105 27
0 106 27
0 107 82
0 108 46
0 109 44
0 110 46
0 111 31
0 112 45
0 113 29
0 114 36
0 115 23
0 116 93
0 117 5
0 118 40
0 119 96
0 120 41
0 121 58
0 122 29
0 123 25
0 124 97
0 125 90
0 126 47
0 127 99
0 128 38
0 129 0
0 130 16
0 131 29
0 132 97
0 133 73
0 134 72
0 135 35
0 136 3
0 137 85
0 138 12
0 139 98
0 140 8
0 141 54
0 142 37
0 143 92
0 144 72
0 145 35
0 146 18
0 147 17
0 148 84
0 149 6
0 150 17
0 151 98
0 152 44
0 153 96
0 154 71
0 155 40
0 156 92
0 157 24
0 158 7
0 159 26
0 160 5
0 161 95
0 162 92
0 163 80
0 164 14
0 165 45
0 166 23
0 167 23
0 168 29
0 169 31
0 170 2
0 171 40
0 172 89
0 173 74
0 174 18
0 175 26
0 176 96
0 177 21
0 178 33
0 179 21
0 180 49
0 181 54
0 182 90
0 183 90
0 184 67
0 185 76
0 186 17
0 187 18
0 188 99
0 189 46
0 190 64
0 191 49
0 192 1
0 193 61
0 194 90
0 195 58
0 196 3
0 197 70
0 198 37
0 199 6
0 200 55
0 201 35
0 202 81
0 203 42
0 204 90
0 205 90
0 206 46
0 207 99
0 208 73
0 209 38
0 210 34
0 211 36
0 212 57
0 213 4
0 214 54
0 215 29
0 216 57
0 217 71
0 218 75
0 219 7
0 220 73
0 221 22
0 222 5
0 223 55
0 224 53
0 225 0
0 226 75
0 227 8
0 228 33
0 229 94
0 230 46
0 231 38
0 232 16
0 233 63
0 234 76
0 235 93
0 236 4
0 237 21
0 238 60
0 239 53
0 240 42
0 241 90
0 242 24
0 243 77
0 244 35
0 245 32
0 246 21
0 247 81
0 248 13
0 249 3
0 250 43
0 251 16
0 252 61
0 253 88
0 254 32
0 255 44
0 256 12
0 257 74
0 258 20
0 259 3
0 260 35
0 261 10
0 262 80
0 263 76
0 264 56
0 265 90
