300 300
0 0 15
0 1 93
0 2 13
0 3 65
0 4 7
0 5 41
0 6 10
0 7 35
0 8 95
0 9 7
0 10 41
0 11 11
0 12 50
0 13 4
0 14 56
0 15 73
0 16 18
0 17 3
0 18 22
0 19 63
0 20 34
0 21 8
0 22 12
0 23 16
0 24 67
0 25 30
0 26 8
0 27 4
0 28 27
0 29 21
0 30 57
0 31 58
0 32 13
0 33 78
0 34 16
0 35 19
0 36 24
0 37 20
0 38 96
0 39 73
0 40 15
0 41 53
0 42 11
0 43 69
0 44 94
0 45 31
0 46 24
0 47 28
0 48 45
0 49 24
0 50 44
0 51 5
0 52 66
0 53 31
0 54 63
0 55 58
0 56 23
0 57 4
0 58 1
0 59 28
0 60 90
0 61 26
0 62 16
0 63 62
0 64 31
0 65 69
0 66 87
0 67 67
0 68 57
0 69 64
0 70 38
0 71 20
0 72 23
0 73 51
0 74 30
0 75 32
0 76 54
0 77 55
0 78 43
0 79 44
0 80 24
0 81 66
0 82 17
0 83 32
0 84 21
0 85 73
0 86 24
0 87 33
0 88 51
0 89 62
0 90 91
0 91 38
0 92 64
0 93 88
0 94 85
0 95 78
0 96 91
0 97 18
0 98 92
0 99 97
0 100 4
0 101 93
0 102 22
0 103 75
0 104 48
0 105 58
0 106 83
0 107 17
0 108 74
0 109 16
0 110 30
0 111 73
0 112 4
0 113 57
0 114 27
0 115 14
0 116 57
0 117 54
0 118 9
0 119 36
0 120 65
0 121 77
0 122 7
0 123 98
0 124 91
0 125 61
0 126 1
0 127 78
0 128 18
0 129 87
0 130 19
0 131 25
0 132 28
0 133 22
0 134 34
0 135 77
0 136 14
0 137 34
0 138 51
0 139 12
0 140 67
0 141 70
0 142 48
0 143 60
0 144 37
0 145 63
0 146 86
0 147 37
0 148 57
0 149 4
0 150 74
0 151 69
0 152 63
0 153 75
0 154 18
0 155 73
0 156 63
0 157 64
0 158 39
0 159 21
0 160 21
0 161 21
0 162 1
0 163 57
0 164 60
0 165 31
0 166 96
0 167 96
0 168 96
0 169 33
0 170 42
0 171 51
0 172 0
0 173 19
0 174 14
0 175 46
0 176 74
0 177 48
0 178 57
0 179 84
0 180 86
0 181 9
0 182 68
0 183 4
0 184 10
0 185 30
0 186 5
0 187 36
0 188 76
0 189 18
0 190 36
0 191 93
0 192 36
0 193 2
0 194 96
0 195 70
0 196 3
0 197 55
0 198 74
0 199 57
0 200 87
0 201 26
0 202 96
0 203 85
0 204 12
0 205 24
0 206 18
0 207 18
0 208 80
0 209 14
0 210 88
0 211 82
0 212 41
0 213 25
0 214 37
0 215 85
0 216 47
0 217 68
0 218 5
0 219 46
0 220 56
0 221 25
0 222 13
0 223 47
0 224 0
0 225 88
0 226 10
0 227 23
0 228 82
0 229 64
0 230 24
0 231 32
0 232 36
0 233 42
0 234 51
0 235 13
0 236 19
0 237 26
0 238 68
0 239 27
0 240 88
0 241 76
0 242 58
0 243 57
0 244 23
0 245 38
0 246 10
0 247 15
0 248 56
0 249 79
0 250 80
0 251 51
0 252 93
0 253 17
0 254 84
0 255 23
0 256 52
0 257 6
0 258 68
0 259 63
0 260 95
0 261 51
0 262 28
0 263 39
0 264 26
0 265 8
0 266 68
0 267 71
0 268 35
0 269 91
0 270 28
0 271 84
0 272 56
0 273 78
0 274 7
0 275 7
0 276 3
0 277 17
0 278 69
0 279 17
0 280 21
0 281 72
0 282 24
0 283 38
0 284 30
0 285 39
0 286 4
0 287 25
