500 500
0 0 16
0 1 77
0 2 86
0 3 18
0 4 59
0 5 67
0 6 87
0 7 35
0 8 62
0 9 58
0 10 48
0 11 99
0 12 22
0 13 96
0 14 98
0 15 57
0 16 79
0 17 26
0 18 13
0 19 10
0 20 76
0 21 69
0 22 89
0 23 57
0 24 34
0 25 76
0 26 19
0 27 36
0 28 54
0 29 5
0 30 97
0 31 41
0 32 13
0 33 90
0 34 20
0 35 67
0 36 4
0 37 44
0 38 7
0 39 84
0 40 1
0 41 48
0 42 74
0 43 53
0 44 59
0 45 88
0 46 21
0 47 73
0 48 44
0 49 81
0 50 88
0 51 62
0 52 25
0 53 83
0 54 46
0 55 20
0 56 92
0 57 76
0 58 87
0 59 2
0 60 26
0 61 98
0 62 4
0 63 20
0 64 52
0 65 10
0 66 75
0 67 2
0 68 24
0 69 71
0 70 71
0 71 24
0 72 47
0 73 78
0 74 86
0 75 76
0 76 73
0 77 28
0 78 97
0 79 6
0 80 32
0 81 92
0 82 22
0 83 10
0 84 69
0 85 36
0 86 7
0 87 67
0 88 80
0 89 61
0 90 86
0 91 92
0 92 90
0 93 89
0 94 71
0 95 35
0 96 83
0 97 32
0 98 1
0 99 60
0 100 34
0 101 59
0 102 15
0 103 36
0 104 71
0 105 64
0 106 87
0 107 51
0 108 13
0 109 17
0 110 81
0 111 71
0 112 73
0 113 91
0 114 66
0 115 96
0 116 93
0 117 26
0 118 95
0 119 74
0 120 52
0 121 89
0 122 66
0 123 11
0 124 20
0 125 17
0 126 29
0 127 32
0 128 49
0 129 22
0 130 16
0 131 76
0 132 74
0 133 86
0 134 38
0 135 91
0 136 60
0 137 36
0 138 81
0 139 68
0 140 86
0 141 75
0 142 84
0 143 86
0 144 11
0 145 19
0 146 18
0 147 7
0 148 53
0 149 60
0 150 82
0 151 77
0 152 65
0 153 85
0 154 8
0 155 11
0 156 39
0 157 25
0 158 40
0 159 37
0 160 15
0 161 18
0 162 91
0 163 89
0 164 16
0 165 98
0 166 72
0 167 97
0 168 51
0 169 50
0 170 96
0 171 17
0 172 13
0 173 47
0 174 61
0 175 69
0 176 16
0 177 25
0 178 71
0 179 1
0 180 14
0 181 27
0 182 32
0 183 48
0 184 85
0 185 64
0 186 93
0 187 3
0 188 18
0 189 91
0 190 41
0 191 58
0 192 91
0 193 80
0 194 13
0 195 13
0 196 30
0 197 28
0 198 64
0 199 9
0 200 95
0 201 41
0 202 68
0 203 9
0 204 22
0 205 55
0 206 23
0 207 26
0 208 68
0 209 92
0 210 68
0 211 86
0 212 52
0 213 6
0 214 64
0 215 26
0 216 52
0 217 20
0 218 1
0 219 61
0 220 25
0 221 81
0 222 87
0 223 13
0 224 47
0 225 57
0 226 97
0 227 20
0 228 58
0 229 52
0 230 47
0 231 2
0 232 44
0 233 38
0 234 3
0 235 51
0 236 43
0 237 60
0 238 72
0 239 65
0 240 2
0 241 97
0 242 70
0 243 14
0 244 66
0 245 42
0 246 86
0 247 99
0 248 30
0 249 8
0 250 73
0 251 28
0 252 45
0 253 87
0 254 40
0 255 20
0 256 93
0 257 20
0 258 67
0 259 34
0 260 34
0 261 39
0 262 54
0 263 1
0 264 10
0 265 35
0 266 56
0 267 7
0 268 86
0 269 21
0 270 44
0 271 83
0 272 68
0 273 19
0 274 91
0 275 70
0 276 49
0 277 26
0 278 34
0 279 56
0 280 72
0 281 28
0 282 63
0 283 32
0 284 36
0 285 0
0 286 44
0 287 98
0 288 61
0 289 34
0 290 80
0 291 32
0 292 44
0 293 33
0 294 99
0 295 61
0 296 87
0 297 72
0 298 16
0 299 26
0 300 60
0 301 65
0 302 48
0 303 81
0 304 78
0 305 74
0 306 31
0 307 24
0 308 3
0 309 37
0 310 44
0 311 65
0 312 28
0 313 14
0 314 40
0 315 56
0 316 39
0 317 97
0 318 30
0 319 48
0 320 82
0 321 37
0 322 42
0 323 77
0 324 68
0 325 74
0 326 4
0 327 9
0 328 11
0 329 53
0 330 93
0 331 60
0 332 30
0 333 53
0 334 49
0 335 40
0 336 39
0 337 82
0 338 71
0 339 20
0 340 20
0 341 31
0 342 6
0 343 18
0 344 65
0 345 63
0 346 86
0 347 39
0 348 71
0 349 62
0 350 15
0 351 5
0 352 69
0 353 60
0 354 66
0 355 7
0 356 66
0 357 41
0 358 67
0 359 22
0 360 13
0 361 3
0 362 50
0 363 30
0 364 0
0 365 17
0 366 72
0 367 88
0 368 36
0 369 78
0 370 25
0 371 48
0 372 89
0 373 83
0 374 46
0 375 28
0 376 67
0 377 88
0 378 37
0 379 39
0 380 75
0 381 49
0 382 77
0 383 1
0 384 92
0 385 62
0 386 72
0 387 94
0 388 44
0 389 83
0 390 48
0 391 43
0 392 90
0 393 14
0 394 80
0 395 65
0 396 1
0 397 9
0 398 44
0 399 96
0 400 46
0 401 57
0 402 20
0 403 34
0 404 63
0 405 96
0 406 81
0 407 35
0 408 6
0 409 41
0 410 40
0 411 73
0 412 62
0 413 69
0 414 62
0 415 70
0 416 11
0 417 69
0 418 28
0 419 91
0 420 48
0 421 64
0 422 53
0 423 23
0 424 6
0 425 91
0 426 60
0 427 32
0 428 25
0 429 37
0 430 44
0 431 8
0 432 41
0 433 12
0 434 63
0 435 50
0 436 97
0 437 97
0 438 2
0 439 85
0 440 1
0 441 37
0 442 65
0 443 37
