800 800
0 0 0
0 1 59
0 2 29
0 3 80
0 4 80
0 5 90
0 6 22
0 7 37
0 8 6
0 9 67
0 10 1
0 11 26
0 12 75
0 13 92
0 14 79
0 15 48
0 16 5
0 17 72
0 18 97
0 19 16
0 20 98
0 21 53
0 22 15
0 23 6
0 24 74
0 25 97
0 26 44
0 27 75
0 28 60
0 29 60
0 30 47
0 31 20
0 32 51
0 33 75
0 34 19
0 35 7
0 36 42
0 37 84
0 38 25
0 39 67
0 40 28
0 41 69
0 42 88
0 43 13
0 44 45
0 45 82
0 46 9
0 47 28
0 48 78
0 49 76
0 50 19
0 51 19
0 52 34
0 53 20
0 54 93
0 55 95
0 56 61
0 57 99
0 58 90
0 59 35
0 60 74
0 61 5
0 62 42
0 63 67
0 64 6
0 65 41
0 66 0
0 67 56
0 68 41
0 69 20
0 70 59
0 71 27
0 72 57
0 73 91
0 74 46
0 75 36
0 76 51
0 77 80
0 78 66
0 79 58
0 80 67
0 81 46
0 82 33
0 83 83
0 84 94
0 85 43
0 86 38
0 87 77
0 88 76
0 89 46
0 90 40
0 91 34
0 92 93
0 93 92
0 94 30
0 95 41
0 96 32
0 97 62
0 98 63
0 99 76
0 100 65
0 101 29
0 102 28
0 103 17
0 104 21
0 105 72
0 106 21
0 107 78
0 108 11
0 109 33
0 110 62
0 111 85
0 112 12
0 113 37
0 114 42
0 115 52
0 116 76
0 117 72
0 118 48
0 119 23
0 120 28
0 121 33
0 122 56
0 123 56
0 124 83
0 125 78
0 126 69
0 127 80
0 128 84
0 129 17
0 130 51
0 131 6
0 132 19
0 133 61
0 134 8
0 135 36
0 136 92
0 137 85
0 138 80
0 139 45
0 140 24
0 141 1
0 142 0
0 143 61
0 144 93
0 145 70
0 146 41
0 147 24
0 148 28
0 149 0
0 150 93
0 151 63
0 152 0
0 153 51
0 154 10
0 155 75
0 156 82
0 157 30
0 158 73
0 159 62
0 160 77
0 161 6
0 162 86
0 163 31
0 164 17
0 165 25
0 166 96
0 167 25
0 168 59
0 169 85
0 170 53
0 171 6
0 172 38
0 173 96
0 174 8
0 175 80
0 176 10
0 177 15
0 178 81
0 179 70
0 180 49
0 181 24
0 182 67
0 183 52
0 184 29
0 185 88
0 186 39
0 187 97
0 188 64
0 189 11
0 190 56
0 191 57
0 192 99
0 193 44
0 194 7
0 195 39
0 196 36
0 197 99
0 198 17
0 199 20
0 200 74
0 201 16
0 202 36
0 203 99
0 204 8
0 205 72
0 206 93
0 207 41
0 208 75
0 209 77
0 210 63
0 211 99
0 212 37
0 213 46
0 214 72
0 215 21
0 216 88
0 217 55
0 218 64
0 219 56
0 220 79
0 221 32
0 222 24
0 223 79
0 224 97
0 225 52
0 226 53
0 227 62
0 228 42
0 229 34
0 230 93
0 231 76
0 232 15
0 233 0
0 234 58
0 235 33
0 236 0
0 237 81
0 238 69
0 239 62
0 240 6
0 241 21
0 242 15
0 243 46
0 244 9
0 245 45
0 246 71
0 247 59
0 248 35
0 249 6
0 250 69
0 251 1
0 252 7
0 253 81
0 254 42
0 255 32
0 256 34
0 257 13
0 258 86
0 259 74
0 260 15
0 261 34
0 262 51
0 263 33
0 264 69
0 265 41
0 266 6
0 267 93
0 268 95
0 269 99
0 270 95
0 271 69
0 272 20
0 273 61
0 274 18
0 275 46
0 276 99
0 277 11
0 278 76
0 279 10
0 280 95
0 281 43
0 282 46
0 283 50
0 284 19
0 285 90
0 286 33
0 287 5
0 288 80
0 289 18
0 290 38
0 291 84
0 292 79
0 293 91
0 294 20
0 295 89
0 296 55
0 297 19
0 298 28
0 299 56
0 300 99
0 301 54
0 302 40
0 303 86
0 304 3
0 305 64
0 306 77
0 307 61
0 308 34
0 309 78
0 310 35
0 311 28
0 312 27
0 313 96
0 314 90
0 315 71
0 316 4
0 317 64
0 318 82
0 319 33
0 320 10
0 321 68
0 322 62
0 323 1
0 324 91
0 325 90
0 326 19
0 327 34
0 328 29
0 329 83
0 330 35
0 331 41
0 332 6
0 333 0
0 334 52
0 335 98
0 336 34
0 337 77
0 338 6
0 339 0
0 340 96
0 341 61
0 342 88
0 343 8
0 344 58
0 345 34
0 346 13
0 347 84
0 348 43
0 349 71
0 350 72
0 351 88
0 352 82
0 353 40
0 354 24
0 355 85
0 356 42
0 357 85
0 358 22
0 359 94
0 360 0
0 361 62
0 362 90
0 363 21
0 364 21
0 365 81
0 366 29
0 367 11
0 368 81
0 369 21
0 370 1
0 371 25
0 372 75
0 373 37
0 374 93
0 375 57
0 376 81
0 377 31
0 378 44
0 379 99
0 380 42
0 381 32
0 382 66
0 383 69
0 384 40
0 385 54
0 386 80
0 387 34
0 388 1
0 389 41
0 390 0
0 391 84
0 392 21
0 393 36
0 394 13
0 395 23
0 396 12
0 397 40
0 398 86
0 399 49
0 400 12
0 401 33
0 402 70
0 403 5
0 404 96
0 405 88
0 406 74
0 407 48
0 408 65
0 409 57
0 410 45
0 411 65
0 412 53
0 413 27
0 414 5
0 415 79
0 416 87
0 417 45
0 418 65
0 419 35
0 420 44
0 421 97
0 422 6
0 423 14
0 424 39
0 425 61
0 426 29
0 427 59
0 428 87
0 429 33
0 430 84
0 431 47
0 432 61
0 433 27
0 434 69
0 435 5
0 436 3
0 437 90
0 438 79
0 439 79
0 440 50
0 441 41
0 442 5
0 443 26
0 444 85
0 445 39
0 446 68
0 447 89
0 448 22
0 449 40
0 450 30
0 451 52
0 452 99
0 453 27
0 454 63
0 455 43
0 456 31
0 457 28
0 458 12
0 459 27
0 460 95
0 461 21
0 462 5
0 463 36
0 464 13
0 465 46
0 466 33
0 467 79
0 468 80
0 469 48
0 470 74
0 471 57
0 472 35
0 473 58
0 474 41
0 475 39
0 476 85
0 477 34
0 478 27
0 479 43
0 480 50
0 481 66
0 482 57
0 483 73
0 484 77
0 485 86
0 486 60
0 487 87
0 488 46
0 489 2
0 490 18
0 491 88
0 492 55
0 493 65
0 494 96
0 495 38
0 496 67
0 497 88
0 498 84
0 499 24
0 500 70
0 501 46
0 502 96
0 503 3
0 504 83
0 505 28
0 506 9
0 507 44
0 508 99
0 509 87
0 510 15
0 511 15
0 512 75
0 513 52
0 514 20
0 515 32
0 516 69
0 517 0
0 518 8
0 519 88
0 520 31
0 521 86
0 522 8
0 523 15
0 524 89
0 525 22
0 526 76
0 527 50
0 528 86
0 529 78
0 530 12
0 531 33
0 532 9
0 533 45
0 534 94
0 535 33
0 536 56
0 537 49
0 538 69
0 539 41
0 540 13
0 541 30
0 542 72
0 543 48
0 544 54
0 545 34
0 546 32
0 547 37
0 548 40
0 549 72
0 550 48
0 551 17
0 552 17
0 553 15
0 554 83
0 555 32
0 556 53
0 557 98
0 558 43
0 559 83
0 560 88
0 561 37
0 562 44
0 563 11
0 564 17
0 565 29
0 566 73
0 567 86
0 568 66
0 569 2
0 570 79
0 571 30
0 572 75
0 573 15
0 574 49
0 575 16
0 576 69
0 577 40
0 578 12
0 579 27
0 580 21
0 581 47
0 582 99
0 583 53
0 584 47
0 585 2
0 586 29
0 587 58
0 588 81
0 589 43
0 590 80
0 591 71
0 592 4
0 593 73
0 594 37
0 595 74
0 596 61
0 597 22
0 598 87
0 599 24
0 600 0
0 601 70
